Index,Season,Game,Date,Time,RefTeam,RefATT Tier,OppTeam,OppDEF Tier,GoalsScored,GoalsConc,Home/Away,Result,Shots,OnTarget,Corners,Yellows,Reds,ATTRef,MIDRef,DEFRef,OVRRef,ATTOpp,MIDOpp,DEFOpp,OVROpp,Code,RefGS,OppGD,RefS,RefST,RefC,RefBP,OppBP,ATTDEF,MIDMID,DEFATT,OVROVR,Derby,RefGSF,OppGDF,RefSF,RefSTF,OppSTDF,RefCF,RefBPF,OppBPF,Home
20172018_037,20172018,4,17/09/2017,,Sassuolo,C,Juventus,A,1,3,Home,Loss,13,4,3,1,0,76,74,75,76,90,84,85,85,SassuoloJuventus,1.95,1.671,25.35,7.8,5.85,10,20,-9,-10,-15,-9,0,,,,,,,,,
20172018_038,20172018,4,17/09/2017,,Spal,D,Cagliari,D,0,2,Home,Loss,12,3,7,1,0,74,71,71,72,74,74,71,73,SpalCagliari,0,0,12,3,7,10,30,3,-3,-3,-1,0,,,,,,,,,
20172018_039,20172018,4,17/09/2017,,Torino,B,Sampdoria,D,2,2,Home,Draw,13,3,3,2,0,78,77,75,76,75,75,72,75,TorinoSampdoria,2,2.67,13,3,3,20,10,6,2,0,1,0,,,,,,,,,
20172018_035,20172018,4,17/09/2017,,Udinese,C,Milan,A,1,2,Away,Loss,4,2,3,2,0,74,75,75,75,79,79,81,80,UdineseMilan,1.95,1.671,7.8,3.9,5.85,20,10,-7,-4,-4,-5,0,,,,,,,,,
20172018_040,20172018,5,19/09/2017,,Bologna,B,Inter,B,1,1,Home,Draw,14,3,4,4,0,77,74,74,75,81,81,78,80,BolognaInter,1.446,1.335,20.244,4.338,5.784,40,30,-1,-7,-7,-5,0,,,,,,,,,
20172018_040,20172018,5,19/09/2017,,Inter,A,Bologna,C,1,1,Away,Draw,11,3,11,3,0,81,81,78,80,77,74,74,75,InterBologna,1.183,1,13.013,3.549,13.013,30,40,7,7,1,5,0,,,,,,,,,
20172018_041,20172018,5,20/09/2017,,Atalanta,B,Crotone,D,5,1,Home,Win,14,11,3,0,0,77,74,76,75,69,69,70,70,AtalantaCrotone,5,6.675,14,11,3,0,10,7,5,7,5,0,,,,,,,,,
20172018_042,20172018,5,20/09/2017,,Benevento,D,Roma,A,0,4,Home,Loss,16,5,2,2,0,72,71,71,71,80,83,80,81,BeneventoRoma,0,0,31.2,9.75,3.9,20,0,-8,-12,-9,-10,0,,,,,,,,,
20172018_043,20172018,5,20/09/2017,,Cagliari,C,Sassuolo,B,0,1,Home,Loss,17,3,5,3,0,74,74,71,73,76,74,75,76,CagliariSassuolo,0,0,24.582,4.338,7.23,30,30,-1,0,-5,-3,0,,,,,,,,,
20172018_044,20172018,5,20/09/2017,,Chievo,C,Genoa,C,1,1,Away,Draw,16,7,2,2,0,74,77,75,75,73,76,75,75,ChievoGenoa,1.183,1.671,18.928,8.281,2.366,20,10,-1,1,2,0,0,,,,,,,,,
20172018_041,20172018,5,20/09/2017,,Crotone,D,Atalanta,B,1,5,Away,Loss,7,5,3,1,0,69,69,70,70,77,74,76,75,CrotoneAtalanta,1.446,2.095,10.122,7.23,4.338,10,0,-7,-5,-7,-5,0,,,,,,,,,
20172018_045,20172018,5,20/09/2017,,Fiorentina,B,Juventus,A,0,1,Away,Loss,9,0,1,2,1,79,76,76,77,90,84,85,85,FiorentinaJuventus,0,0,17.55,0,1.95,45,10,-6,-8,-14,-8,1,,,,,,,,,
20172018_044,20172018,5,20/09/2017,,Genoa,D,Chievo,C,1,1,Home,Draw,11,2,6,1,0,73,76,75,75,74,77,75,75,GenoaChievo,1.183,2.095,13.013,2.366,7.098,10,20,-2,-1,1,0,0,,,,,,,,,
20172018_045,20172018,5,20/09/2017,,Juventus,A,Fiorentina,B,1,0,Home,Win,12,5,3,1,0,90,84,85,85,79,76,76,77,JuventusFiorentina,1.446,1,17.352,7.23,4.338,10,45,14,8,6,8,1,,,,,,,,,
20172018_046,20172018,5,20/09/2017,,Lazio,B,Napoli,A,1,4,Home,Loss,4,2,3,2,0,79,79,79,79,83,82,80,81,LazioNapoli,1.95,1.335,7.8,3.9,5.85,20,30,-1,-3,-4,-2,0,,,,,,,,,
20172018_047,20172018,5,20/09/2017,,Milan,A,Spal,D,2,0,Home,Win,20,7,9,1,0,79,79,81,80,74,71,71,72,MilanSpal,2,2,20,7,9,10,20,8,8,7,8,0,,,,,,,,,
20172018_046,20172018,5,20/09/2017,,Napoli,A,Lazio,A,4,1,Away,Win,17,11,2,3,0,83,82,80,81,79,79,79,79,NapoliLazio,7.8,4,33.15,21.45,3.9,30,20,4,3,1,2,0,,,,,,,,,
20172018_042,20172018,4,20/09/2017,,Roma,A,Benevento,D,4,0,Away,Win,21,7,9,0,0,80,83,80,81,72,71,71,71,RomaBenevento,4,4,21,7,9,0,20,9,12,8,10,0,,,,,,,,,
20172018_049,20172018,4,20/09/2017,,Sampdoria,C,Verona,C,0,0,Away,Draw,17,5,7,1,0,75,75,72,75,73,71,73,72,SampdoriaVerona,0,0,20.111,5.915,8.281,10,30,2,4,-1,3,0,,,,,,,,,
20172018_043,20172018,5,20/09/2017,,Sassuolo,C,Cagliari,D,1,0,Away,Win,14,6,2,3,0,76,74,75,76,74,74,71,73,SassuoloCagliari,1,1.671,14,6,2,30,30,5,0,1,3,0,,,,,,,,,
20172018_047,20172018,5,20/09/2017,,Spal,D,Milan,A,0,2,Away,Loss,6,0,8,2,0,74,71,71,72,79,79,81,80,SpalMilan,0,0,11.7,0,15.6,20,10,-7,-8,-8,-8,0,,,,,,,,,
20172018_048,20172018,5,20/09/2017,,Torino,B,Udinese,C,3,2,Away,Win,13,8,1,5,0,78,77,75,76,74,75,75,75,TorinoUdinese,3.549,4.005,15.379,9.464,1.183,50,10,3,2,1,1,0,,,,,,,,,
20172018_048,20172018,5,20/09/2017,,Udinese,C,Torino,B,2,3,Home,Loss,16,6,12,1,0,74,75,75,75,78,77,75,76,UdineseTorino,2.892,3.342,23.136,8.676,17.352,10,50,-1,-2,-3,-1,0,,,,,,,,,
20172018_049,20172018,5,20/09/2017,,Verona,D,Sampdoria,D,0,0,Home,Draw,14,6,4,3,0,73,71,73,72,75,75,72,75,VeronaSampdoria,0,0,14,6,4,30,10,1,-4,-2,-3,0,,,,,,,,,
20172018_050,20172018,6,23/09/2017,,Juventus,A,Torino,B,4,0,Home,Win,23,10,6,1,0,90,84,85,85,78,77,75,76,JuventusTorino,5.784,4,33.258,14.46,8.676,10,65,15,7,7,9,1,,,,,,,,,
20172018_052,20172018,6,23/09/2017,,Napoli,A,Spal,D,3,2,Away,Win,21,12,6,1,0,83,82,80,81,74,71,71,72,NapoliSpal,3,3,21,12,6,10,30,12,11,6,9,0,,,,,,,,,
20172018_051,20172018,5,23/09/2017,,Roma,A,Udinese,C,3,1,Home,Win,18,8,5,0,0,80,83,80,81,74,75,75,75,RomaUdinese,3.549,3,21.294,9.464,5.915,0,10,5,8,6,6,0,,,,,,,,,
20172018_052,20172018,6,23/09/2017,,Spal,D,Napoli,A,2,3,Home,Loss,6,2,4,3,0,74,71,71,72,83,82,80,81,SpalNapoli,3.9,4.19,11.7,3.9,7.8,30,10,-6,-11,-12,-9,0,,,,,,,,,
20172018_050,20172018,6,23/09/2017,,Torino,B,Juventus,A,0,4,Away,Loss,6,1,3,4,1,78,77,75,76,90,84,85,85,TorinoJuventus,0,0,11.7,1.95,5.85,65,10,-7,-7,-15,-9,1,,,,,,,,,
20172018_051,20172018,6,23/09/2017,,Udinese,C,Roma,A,1,3,Away,Loss,14,5,8,1,0,74,75,75,75,80,83,80,81,UdineseRoma,1.95,1.671,27.3,9.75,15.6,10,0,-6,-8,-5,-6,0,,,,,,,,,
20172018_055,20172018,6,24/09/2017,,Atalanta,B,Fiorentina,B,1,1,Away,Draw,16,5,8,5,0,77,74,76,75,79,76,76,77,AtalantaFiorentina,1.446,1.335,23.136,7.23,11.568,50,20,1,-2,-3,-2,0,,,,,,,,,
20172018_054,20172018,6,24/09/2017,,Benevento,D,Crotone,D,0,2,Away,Loss,16,2,7,0,0,72,71,71,71,69,69,70,70,BeneventoCrotone,0,0,16,2,7,0,0,2,2,2,1,0,,,,,,,,,
20172018_058,20172018,6,24/09/2017,,Bologna,B,Sassuolo,B,1,0,Away,Win,8,4,6,4,0,77,74,74,75,76,74,75,76,BolognaSassuolo,1.446,1.335,11.568,5.784,8.676,40,55,2,0,-2,-1,0,,,,,,,,,
20172018_053,20172018,6,24/09/2017,,Cagliari,C,Chievo,C,0,2,Home,Loss,15,3,6,2,1,74,74,71,73,74,77,75,75,CagliariChievo,0,0,17.745,3.549,7.098,45,20,-1,-3,-3,-2,0,,,,,,,,,
20172018_053,20172018,6,24/09/2017,,Chievo,C,Cagliari,D,2,0,Away,Win,16,4,2,2,0,74,77,75,75,74,74,71,73,ChievoCagliari,2,3.342,16,4,2,20,45,3,3,1,2,0,,,,,,,,,
20172018_054,20172018,6,24/09/2017,,Crotone,D,Benevento,D,2,0,Home,Win,17,4,2,0,0,69,69,70,70,72,71,71,71,CrotoneBenevento,2,4.19,17,4,2,0,0,-2,-2,-2,-1,0,,,,,,,,,
20172018_055,20172018,6,24/09/2017,,Fiorentina,B,Atalanta,B,1,1,Home,Draw,10,2,3,2,0,79,76,76,77,77,74,76,75,FiorentinaAtalanta,1.446,1.335,14.46,2.892,4.338,20,50,3,2,-1,2,0,,,,,,,,,
20172018_056,20172018,6,24/09/2017,,Genoa,D,Inter,B,0,1,Away,Loss,9,3,4,2,2,73,76,75,75,81,81,78,80,GenoaInter,0,0,13.014,4.338,5.784,70,0,-5,-5,-6,-5,0,,,,,,,,,
20172018_056,20172018,6,24/09/2017,,Inter,A,Genoa,C,1,0,Home,Win,14,7,8,0,0,81,81,78,80,73,76,75,75,InterGenoa,1.183,1,16.562,8.281,9.464,0,70,6,5,5,5,0,,,,,,,,,
20172018_059,20172018,6,24/09/2017,,Lazio,B,Verona,C,3,0,Away,Win,12,5,4,2,0,79,79,79,79,73,71,73,72,LazioVerona,3.549,4.005,14.196,5.915,4.732,20,20,6,8,6,7,0,,,,,,,,,
20172018_057,20172018,6,24/09/2017,,Milan,A,Sampdoria,D,0,2,Away,Loss,6,0,4,2,0,79,79,81,80,75,75,72,75,MilanSampdoria,0,0,6,0,4,20,0,7,4,6,5,0,,,,,,,,,
20172018_057,20172018,5,24/09/2017,,Sampdoria,C,Milan,A,2,0,Home,Win,12,4,7,0,0,75,75,72,75,79,79,81,80,SampdoriaMilan,3.9,3.342,23.4,7.8,13.65,0,20,-6,-4,-7,-5,0,,,,,,,,,
20172018_058,20172018,6,24/09/2017,,Sassuolo,C,Bologna,C,0,1,Home,Loss,8,3,3,3,1,76,74,75,76,77,74,74,75,SassuoloBologna,0,0,9.464,3.549,3.549,55,40,2,0,-2,1,0,,,,,,,,,
20172018_059,20172018,6,24/09/2017,,Verona,D,Lazio,A,0,3,Home,Loss,9,2,3,2,0,73,71,73,72,79,79,79,79,VeronaLazio,0,0,17.55,3.9,5.85,20,20,-6,-8,-6,-7,0,,,,,,,,,
20172018_060,20172018,7,30/09/2017,,Bologna,B,Genoa,C,1,0,Away,Win,8,4,3,2,0,77,74,74,75,73,76,75,75,BolognaGenoa,1.183,1.335,9.464,4.732,3.549,20,40,2,-2,1,0,0,1.130666667,2.057833333,13.83933333,4.208666667,7.845833333,5.091333333,35,30.83333333,0
20172018_060,20172018,7,30/09/2017,,Genoa,D,Bologna,C,0,1,Home,Loss,18,7,10,4,0,73,76,75,75,77,74,74,75,GenoaBologna,0,0,21.294,8.281,11.83,40,20,-1,2,-2,0,0,1.497166667,1.334166667,14.14583333,4.750666667,5.8055,5.904333333,30.83333333,35,1
20172018_061,20172018,6,30/09/2017,,Sampdoria,C,Udinese,C,0,4,Away,Loss,13,2,4,2,1,75,75,72,75,74,75,75,75,SampdoriaUdinese,0,0,15.379,2.366,4.732,45,40,0,0,-2,0,0,2.3368,3.105333333,18.5538,6.835,7.2105,9.3458,14,22.5,0
20172018_061,20172018,7,30/09/2017,,Udinese,C,Sampdoria,D,4,0,Home,Win,15,7,3,4,0,74,75,75,75,75,75,72,75,UdineseSampdoria,4,6.684,15,7,3,40,45,2,0,0,0,0,1.859666667,1.22,17.84866667,6.192666667,8.918,8.816666667,22.5,14,1
20172018_062,20172018,7,01/10/2017,,Atalanta,B,Juventus,A,2,2,Home,Draw,7,3,0,3,0,77,74,76,75,90,84,85,85,AtalantaJuventus,3.9,2.67,13.65,5.85,0,30,10,-8,-10,-14,-10,0,2.0785,0.976833333,19.43,7.544333333,3.498,7.386833333,13.33333333,16.66666667,1
20172018_063,20172018,7,01/10/2017,,Benevento,D,Inter,B,1,2,Home,Loss,11,2,1,2,0,72,71,71,71,81,81,78,80,BeneventoInter,1.446,2.095,15.906,2.892,1.446,20,30,-6,-10,-10,-9,0,0.166666667,0.389166667,19.38916667,5.315833333,4.628333333,4.973333333,13.33333333,13.33333333,1
20172018_067,20172018,7,01/10/2017,,Cagliari,C,Napoli,A,0,3,Away,Loss,4,0,2,0,0,74,74,71,73,83,82,80,81,CagliariNapoli,0,0,7.8,0,3.9,0,0,-6,-8,-12,-8,0,0.825,1.4925,17.2295,4.431166667,3.43,6.329666667,22.5,17.5,0
20172018_064,20172018,7,01/10/2017,,Chievo,C,Fiorentina,B,2,1,Home,Win,13,6,3,2,0,74,77,75,75,79,76,76,77,ChievoFiorentina,2.892,3.342,18.798,8.676,4.338,20,10,-2,1,-4,-2,0,1.490833333,1.668666667,20.508,5.877333333,5.481666667,7.837333333,16.66666667,20.83333333,1
20172018_068,20172018,7,01/10/2017,,Crotone,D,Spal,D,1,1,Away,Draw,13,4,6,1,0,69,69,70,70,74,71,71,72,CrotoneSpal,1,2.095,13,4,6,10,20,-2,-2,-4,-2,0,0.574333333,2.280666667,13.4255,4.607666667,8.896833333,4.498166667,12.5,21.66666667,0
20172018_064,20172018,7,01/10/2017,,Fiorentina,B,Chievo,C,1,2,Away,Loss,22,4,7,1,0,79,76,76,77,74,77,75,75,FiorentinaChievo,1.183,1.335,26.026,4.732,8.281,10,20,4,-1,2,2,0,1.787833333,1.795166667,19.82033333,5.632,5.5955,7.6315,20.83333333,16.66666667,0
20172018_063,20172018,7,01/10/2017,,Inter,A,Benevento,D,2,1,Away,Win,22,7,11,3,0,81,81,78,80,72,71,71,71,InterBenevento,2,2,22,7,11,30,20,10,10,6,9,0,2.759,3.367,17.6685,7.684333333,8.792666667,10.1985,13.33333333,13.33333333,0
20172018_062,20172018,7,01/10/2017,,Juventus,A,Atalanta,B,2,2,Away,Draw,16,8,3,1,0,90,84,85,85,77,74,76,75,JuventusAtalanta,2.892,2,23.136,11.568,4.338,10,30,14,10,8,10,0,3.808166667,1.795333333,20.95166667,8.3965,4.973666667,6.56,16.66666667,13.33333333,0
20172018_065,20172018,7,01/10/2017,,Lazio,B,Sassuolo,B,6,1,Home,Win,22,13,5,2,0,79,79,79,79,76,74,75,76,LazioSassuolo,8.676,8.01,31.812,18.798,7.23,20,30,4,5,3,3,0,3.202333333,1.835,17.5115,7.852,5.902166667,5.618833333,16.66666667,22.5,1
20172018_066,20172018,7,01/10/2017,,Milan,A,Roma,A,0,2,Home,Loss,17,3,5,3,1,79,79,81,80,80,83,80,81,MilanRoma,0,0,33.15,5.85,9.75,55,10,-1,-4,1,-1,0,1.886,0.9342,19.9905,6.996833333,7.387,7.596666667,16.66666667,8,1
20172018_067,20172018,7,01/10/2017,,Napoli,A,Cagliari,D,3,0,Home,Win,25,6,7,0,0,83,82,80,81,74,74,71,73,NapoliCagliari,3,3,25,6,7,0,0,12,8,6,8,0,4.706,1.668833333,23.6245,12.6185,6.530833333,7.7155,17.5,22.5,1
20172018_066,20172018,6,01/10/2017,,Roma,A,Milan,A,2,0,Away,Win,11,6,5,1,0,80,83,80,81,79,79,81,80,RomaMilan,3.9,2,21.45,11.7,9.75,10,55,-1,4,1,1,0,2.798,2.004,22.4976,6.8156,5.040833333,8.6354,8,16.66666667,0
20172018_065,20172018,7,01/10/2017,,Sassuolo,C,Lazio,A,1,6,Away,Loss,8,6,4,3,0,76,74,75,76,79,79,79,79,SassuoloLazio,1.95,1.671,15.6,11.7,7.8,30,20,-3,-5,-4,-3,0,0.732666667,1.810166667,19.331,4.688,7.019166667,6.632166667,22.5,16.66666667,0
20172018_068,20172018,7,01/10/2017,,Spal,D,Crotone,D,1,1,Home,Draw,17,5,12,2,0,74,71,71,72,69,69,70,70,SpalCrotone,1,2.095,17,5,12,20,10,4,2,2,2,0,1.2415,2.224333333,12.96566667,2.829666667,6.4265,7.896666667,21.66666667,12.5,1
20172018_069,20172018,7,01/10/2017,,Torino,B,Verona,C,2,2,Home,Draw,12,5,6,1,0,78,77,75,76,73,71,73,72,TorinoVerona,2.366,2.67,14.196,5.915,7.098,10,65,5,6,2,4,0,2.011666667,2.78,14.495,5.198833333,9.793333333,6.121166667,29.16666667,25.83333333,1
20172018_069,20172018,7,01/10/2017,,Verona,D,Torino,B,2,2,Away,Draw,20,7,5,4,1,73,71,73,72,78,77,75,76,VeronaTorino,2.892,4.19,28.92,10.122,7.23,65,10,-2,-6,-5,-4,0,0.325,2.003166667,15.96566667,3.757,7.7005,5.369666667,25.83333333,29.16666667,0
20172018_070,20172018,8,14/10/2017,,Juventus,A,Lazio,A,1,2,Home,Loss,18,6,4,2,0,90,84,85,85,79,79,79,79,JuventusLazio,1.95,1,35.1,11.7,7.8,20,10,11,5,6,6,0,3.790166667,2.088666667,21.97433333,9.157833333,7.991833333,6.616333333,16.66666667,16.66666667,1
20172018_070,20172018,8,14/10/2017,,Lazio,B,Juventus,A,2,1,Away,Win,10,5,2,1,0,79,79,79,79,90,84,85,85,LazioJuventus,3.9,2.67,19.5,9.75,3.9,10,20,-6,-5,-11,-6,0,4.648333333,1.421833333,18.98016667,8.818333333,3.6085,5.323833333,16.66666667,16.66666667,0
20172018_071,20172018,8,14/10/2017,,Napoli,A,Roma,A,1,0,Away,Win,16,6,2,2,0,83,82,80,81,80,83,80,81,NapoliRoma,1.95,1,31.2,11.7,3.9,20,20,3,-1,0,0,1,4.6145,0.7785,23.4535,11.2525,6.655833333,7.699166667,10,8.333333333,0
20172018_071,20172018,7,14/10/2017,,Roma,A,Napoli,A,0,1,Home,Loss,10,2,5,2,0,80,83,80,81,83,82,80,81,RomaNapoli,0,0,19.5,3.9,9.75,20,20,0,1,-3,0,1,2.981666667,1.143333333,22.323,7.629666667,2.033333333,8.821166667,8.333333333,10,1
20172018_077,20172018,8,15/10/2017,,Atalanta,B,Sampdoria,D,1,3,Away,Loss,21,11,6,3,0,77,74,76,75,75,75,72,75,AtalantaSampdoria,1,1.335,21,11,6,30,30,5,-1,1,0,0,2.7285,2.130666667,17.155,6.569333333,9.381166667,6.086833333,16.66666667,19.16666667,0
20172018_072,20172018,8,15/10/2017,,Bologna,B,Spal,D,2,1,Home,Win,14,2,2,2,0,77,74,74,75,74,71,71,72,BolognaSpal,2,2.67,14,2,2,20,20,6,3,0,3,0,1.086833333,2.629833333,12.28366667,4.274333333,7.401,5.682833333,35,21.66666667,1
20172018_073,20172018,8,15/10/2017,,Cagliari,C,Genoa,C,2,3,Home,Loss,12,7,6,2,0,74,74,71,73,73,76,75,75,CagliariGenoa,2.366,3.342,14.196,8.281,7.098,20,0,-1,-2,-2,-2,0,0.825,2.280333333,16.9045,3.781166667,7.900333333,6.654666667,22.5,32.5,1
20172018_078,20172018,8,15/10/2017,,Chievo,C,Sassuolo,B,0,0,Away,Draw,9,2,8,0,0,74,77,75,75,76,74,75,76,ChievoSassuolo,0,0,13.014,2.892,11.568,0,20,-1,3,-1,-1,0,1.5785,3.17,21.66933333,6.731833333,7.398,7.771666667,16.66666667,24.16666667,0
20172018_074,20172018,8,15/10/2017,,Crotone,D,Torino,B,2,2,Home,Draw,9,3,3,1,0,69,69,70,70,78,77,75,76,CrotoneTorino,2.892,4.19,13.014,4.338,4.338,10,0,-6,-8,-8,-6,0,0.741,2.479,13.64216667,4.624333333,9.477166667,4.848166667,8.333333333,29.16666667,1
20172018_075,20172018,8,15/10/2017,,Fiorentina,B,Udinese,C,2,1,Home,Win,13,6,4,1,0,79,76,76,77,74,75,75,75,FiorentinaUdinese,2.366,2.67,15.379,7.098,4.732,10,10,4,1,2,2,0,1.985,2.548333333,20.543,5.697666667,6.932,7.324666667,20.83333333,25.83333333,1
20172018_073,20172018,8,15/10/2017,,Genoa,D,Cagliari,D,3,2,Away,Win,18,11,7,0,0,73,76,75,75,74,74,71,73,GenoaCagliari,3,6.285,18,11,7,0,20,2,2,1,2,0,1.497166667,1.668833333,14.80283333,5.166833333,6.364166667,6.671,32.5,22.5,0
20172018_076,20172018,8,15/10/2017,,Inter,A,Milan,A,3,2,Home,Win,15,6,2,6,0,81,81,78,80,79,79,81,80,InterMilan,5.85,3,29.25,11.7,3.9,60,20,0,2,-1,0,1,2.369333333,2.337333333,17.47916667,7.405,5.3425,9.862833333,18.33333333,20.83333333,1
20172018_076,20172018,8,15/10/2017,,Milan,A,Inter,B,2,3,Away,Loss,21,6,7,2,0,79,79,81,80,81,81,78,80,MilanInter,2.892,2,30.366,8.676,10.122,20,60,1,-2,0,0,1,1.386,0.738333333,22.34883333,6.305166667,4.659166667,7.721666667,20.83333333,18.33333333,0
20172018_077,20172018,7,15/10/2017,,Sampdoria,C,Atalanta,B,3,1,Home,Win,11,7,4,3,0,75,75,72,75,77,74,76,75,SampdoriaAtalanta,4.338,5.013,15.906,10.122,5.784,30,30,-1,1,-5,0,0,1.947333333,1.962,18.02466667,6.090166667,6.140333333,8.576833333,19.16666667,16.66666667,1
20172018_078,20172018,8,15/10/2017,,Sassuolo,C,Chievo,C,0,0,Home,Draw,18,4,6,2,0,76,74,75,76,74,77,75,75,SassuoloChievo,0,0,21.294,4.732,7.098,20,0,1,-3,1,1,0,1.057666667,1.739166667,19.17066667,6.0465,5.093,7.537833333,24.16666667,16.66666667,1
20172018_072,20172018,8,15/10/2017,,Spal,D,Bologna,C,1,2,Away,Loss,7,2,5,2,0,74,71,71,72,77,74,74,75,SpalBologna,1.183,2.095,8.281,2.366,5.915,20,20,0,-3,-6,-3,0,1.408166667,1.111666667,12.874,3.013,7.582166667,8.271666667,21.66666667,35,0
20172018_074,20172018,8,15/10/2017,,Torino,B,Crotone,D,2,2,Away,Draw,21,9,8,0,0,78,77,75,76,69,69,70,70,TorinoCrotone,2,2.67,21,9,8,0,10,8,8,6,6,0,2.208833333,2.0735,15.0865,5.593166667,6.505666667,5.726833333,29.16666667,8.333333333,0
20172018_075,20172018,8,15/10/2017,,Udinese,C,Fiorentina,B,1,2,Away,Loss,8,2,4,1,0,74,75,75,75,79,76,76,77,UdineseFiorentina,1.446,1.671,11.568,2.892,5.784,10,10,-2,-1,-4,-2,0,2.329166667,1.725666667,16.79966667,6.3735,6.152666667,8.330833333,25.83333333,20.83333333,0
20172018_079,20172018,8,16/10/2017,,Benevento,D,Verona,C,0,1,Away,Loss,8,1,3,3,1,72,71,71,71,73,71,73,72,BeneventoVerona,0,0,9.464,1.183,3.549,55,40,-1,0,-2,-1,0,0.241,2.725,19.04016667,4.631166667,8.905833333,4.047666667,13.33333333,33.33333333,0
20172018_079,20172018,8,16/10/2017,,Verona,D,Benevento,D,1,0,Home,Win,13,3,5,4,0,73,71,73,72,72,71,71,71,VeronaBenevento,1,2.095,13,3,5,40,55,2,0,1,1,0,0.482,3.143333333,16.88566667,4.144,8.288333333,5.599666667,33.33333333,13.33333333,1
20172018_081,20172018,9,21/10/2017,,Crotone,D,Sampdoria,D,0,5,Away,Loss,8,2,0,3,0,69,69,70,70,75,75,72,75,CrotoneSampdoria,0,0,8,2,0,30,10,-3,-6,-5,-5,0,1.223,2.004,13.248,4.558666667,9.3845,5.374,8.333333333,22.5,0
20172018_080,20172018,9,21/10/2017,,Inter,A,Napoli,A,0,0,Away,Draw,11,2,7,1,0,81,81,78,80,83,82,80,81,InterNapoli,0,0,21.45,3.9,13.65,10,10,1,-1,-5,-1,0,2.369333333,0.920833333,17.80416667,6.755,1.921666667,8.562833333,26.66666667,11.66666667,0
20172018_080,20172018,9,21/10/2017,,Napoli,A,Inter,B,0,0,Home,Draw,12,3,5,1,0,83,82,80,81,81,81,78,80,NapoliInter,0,0,17.352,4.338,7.23,10,10,5,1,-1,1,0,4.2165,0.905,26.2435,12.2385,5.159166667,6.180166667,11.66666667,26.66666667,1
20172018_081,20172018,8,21/10/2017,,Sampdoria,C,Crotone,D,5,0,Home,Win,6,5,4,1,0,75,75,72,75,69,69,70,70,SampdoriaCrotone,5,8.355,6,5,4,10,30,5,6,3,5,0,2.337,2.5185,18.009,6.777166667,8.508166667,8.540833333,22.5,8.333333333,1
20172018_082,20172018,9,22/10/2017,,Atalanta,B,Bologna,C,1,0,Home,Win,20,2,10,3,0,77,74,76,75,77,74,74,75,AtalantaBologna,1.183,1.335,23.66,2.366,11.83,30,65,3,0,-1,0,0,2.570166667,1.460833333,16.105,7.752666667,6.534666667,5.136833333,18.33333333,33.33333333,1
20172018_083,20172018,9,22/10/2017,,Benevento,D,Fiorentina,B,0,3,Home,Loss,9,1,3,2,0,72,71,71,71,79,76,76,77,BeneventoFiorentina,0,0,13.014,1.446,4.338,20,10,-4,-5,-8,-6,0,0.241,1.447166667,17.66,3.8425,5.317166667,3.456166667,20.83333333,17.5,1
20172018_082,20172018,9,22/10/2017,,Bologna,B,Atalanta,B,0,1,Away,Loss,6,0,3,4,1,77,74,74,75,77,74,76,75,BolognaAtalanta,0,0,8.676,0,4.338,65,30,1,0,-3,0,0,1.2535,2.2975,12.28366667,3.941,7.423166667,5.682833333,33.33333333,18.33333333,0
20172018_085,20172018,9,22/10/2017,,Cagliari,C,Lazio,A,0,3,Away,Loss,12,5,5,4,0,74,74,71,73,79,79,79,79,CagliariLazio,0,0,23.4,9.75,9.75,40,10,-5,-5,-8,-6,0,0.894333333,1.976833333,14.7205,3.861333333,7.599333333,5.887666667,24.16666667,16.66666667,0
20172018_084,20172018,9,22/10/2017,,Chievo,C,Verona,C,3,2,Home,Win,22,8,5,2,0,74,77,75,75,73,71,73,72,ChievoVerona,3.549,5.013,26.026,9.464,5.915,20,55,1,6,2,3,1,1.2535,2.725,19.61333333,5.588833333,7.858333333,6.774666667,15,35,1
20172018_083,20172018,9,22/10/2017,,Fiorentina,B,Benevento,D,3,0,Away,Win,14,7,5,1,0,79,76,76,77,72,71,71,71,FiorentinaBenevento,3,4.005,14,7,5,10,20,8,5,4,6,0,2.212666667,3.27,18.9395,5.214,8.445833333,5.78,17.5,20.83333333,0
20172018_086,20172018,9,22/10/2017,,Genoa,D,Milan,A,0,0,Away,Draw,12,2,3,2,0,73,76,75,75,79,79,81,80,GenoaMilan,0,0,23.4,3.9,5.85,20,25,-8,-3,-4,-5,0,1.347166667,2.558833333,14.87783333,6.025166667,5.2285,7.512666667,25.83333333,20.83333333,0
20172018_089,20172018,9,22/10/2017,,Juventus,A,Udinese,C,6,2,Away,Win,13,5,6,3,1,90,84,85,85,74,75,75,75,JuventusUdinese,7.098,6,15.379,5.915,7.098,55,60,15,9,11,10,0,3.3265,1.945833333,24.4725,9.727666667,6.870333333,7.127666667,15,25.83333333,0
20172018_085,20172018,9,22/10/2017,,Lazio,B,Cagliari,D,3,0,Home,Win,10,3,4,1,0,79,79,79,79,74,74,71,73,LazioCagliari,3,4.005,10,3,4,10,40,8,5,5,6,0,4.904,2.383,19.667,9.851833333,9.371666667,4.790833333,16.66666667,24.16666667,1
